American,Fast_food,Italian,Mexican,Seafood,Chinese,Asian,Mediterranean,Vegetarian,Premium,South_American,African
0x89b7b81beb883969:0xd6a391e75bbaef41,0x89b7b83e115c0001:0xb685f62837e863bc,0x89b7b7c8a77891ad:0xaf7e3753f8632bef,0x89b7b7f8485a700b:0x4681e5bb0ad20c6e,0x89b7c884f069391f:0x2300503700819d8a,0x89b7c98b6bf612d5:0x44af10a446557424,0x89b7b796308f2d41:0x8a479eae7d31f84e,0x89b7b7c7a3986df3:0x70e4a616594a3f6a,0x89b7b7bc04c7a8b7:0xfcf18ee800716823,0x89b7b7970289c41f:0x1bbc7f4f6916aeb,,
0x89b7b7b436de4d6d:0xc0529fc23ebfa594,0x89b7c996b2c0038b:0x296962ea26d88cb0,0x89b7b637b20deecb:0xea8bec6a138e0e58,0x89b7b64b3b3f7a71:0x25a8b5106eca92b6,0x89b7b832421ce2ad:0x18303c57328e1d6e,0x89b7b95fc482c8d5:0x2ecaa50256cc9191,0x89b7b7205a420fe5:0x363259c3e118ffb8,0x89b7b792046ffd63:0x252fe5bdd554b877,0x89b7b7d40b1303b1:0x1e2493d63202f31c,0x89b7b79597c2b95f:0x5703daf0b6950303,,
0x89b7b9d6afdf78e3:0xfc64180e9e80173b,0x89b7b64605bd323f:0x878f495d54be6953,0x89b7b7b92aa5bceb:0x8376d3c30b5823c8,0x89b7b7ed1d088999:0xd942ed281a19fcd6,0x89b7b9035e376d31:0x61821cf00999fe3a,0x89b7c86221cb725f:0xf68c7abe0394f8d0,0x89b7b7f0ad736e61:0xf691cd75160b21a6,0x89b7b7d472ed570b:0xba2fb5a0a57d3e32,0x89b7b9d6e984443d:0x58c32f79dd216a69,0x89b7c9b9988325db:0x4cfe7adb0fcd6d8,,
0x89b7b818a03c596b:0x2a63b0aa1693760,0x89b7b7c799a7de79:0xfaf59e676794e1c2,0x89b7b7b1244e1215:0xa5e71894efbd4310,0x89b7b624c824458b:0x8fe90d97ae9823e5,0x89b7b83fc2d507eb:0xaf71957540ef8bf7,0x89b7b7ba10508d33:0xf817c6d49ab2fd12,0x89b7b7964f2281e5:0x7e5bfa055a7370f,0x89b7c9d363992113:0x230441547755ea61,0x89b7b7951210ae69:0x8be102f1978cbe3,0x89b7b790bbf2693d:0x459186bd6043d421,,
0x89b7b9d3f0f5b273:0x47e7f03e085cc029,0x89b7b7aa2b4d7129:0x93246b1020080568,0x89b7b90e3db8a7eb:0x914b187093706e7c,0x89b7b83314193a2b:0xa6c6856e0fcee8b4,0x89b7c9a90d125a6d:0xa9a91b39829a48ec,0x89b7b8333c029d69:0x75a2beee85408362,0x89b7b7847e06186d:0xef2e9c02c46c88e3,0x89b7b822ce95aeb7:0xb86d85ed524ce49c,0x89b7b9034dc5ed45:0x3dd22328ac52332a,0x89b7b64b3861d035:0xf3724aa27e00ab89,,
0x89b7b9c0d2b2abf7:0x74655643a46cf00f,0x89b7b7c60581a447:0xf9708277f7ca9aeb,0x89b7c93d57fa7619:0x694f678b05625238,0x89b7b7f50db50913:0x9bc549a18d0c0b4c,0x89b7b793831df739:0xe939ede160d6c820,0x89b7b60794f6ce53:0x6cb98c9aa8e615e,0x89b7b7c3f72e1833:0xbd27a7c2d8481d31,0x89b7b7199c1cd01f:0xd6af00846a009b40,0x89b7c884f0b3c98f:0x21091c5b3d70e799,0x89b7b7c4faf89715:0x5b4bcc1477c9bc22,,
0x89b7b86f67561b85:0x6b260ce2250fb01b,0x89b7b6491c6200cd:0x3f6881e4f8640c43,0x89b7b78d76411941:0x7d0282530d980673,0x89b7b7dccd2daa4d:0x3d07049a3f6e5a4d,0x89b7b7d93d00f529:0x132d63aee14567e8,0x89b7c896eaa67f9d:0x716e16bf8e48aeca,0x89b7b7e030e51635:0x73e0ab7d8d32f6a9,0x89b7b826ce29917f:0x4de4d4e64902374b,0x89b7b83fc4d83a33:0x9e911fe7840cf376,0x89b7b7b0b5312707:0x6fba189337e55cbb,,
0x89b7b7772532bba9:0xd466b6d23afabaa7,0x89b64f428810addf:0x31937b846d17f3e2,0x89b7c9d343285147:0x13b40950f2644a26,0x89b7c81954c4b009:0x5cbadfc0a2f9153b,0x89b7b7734ab7e2b9:0xb5fd73bdfbd7817b,0x89b7c98258d39169:0x35559399d9b4723a,0x89b7b7b89a51e373:0xc4af13c069c321f7,0x89b7b7b83686695b:0x36ee098aa045e203,0x89b7b637b06aaf4f:0x35e8b897923eb9d0,0x89b7b798010721f7:0xea23e5f7af3eff0,,
0x89b7b821ddb4c03b:0x5445196f1bc6341e,0x89b7b7e5cf22b7c3:0x8ba69ee229588a07,0x89b7c9e1f07d74d7:0xd87bc7d79a24283b,0x89b7c8159b7f30ed:0x17533bf9c0d0d59,0x89b7b8ecd1c2f289:0x12f3c38115f10797,0x89b7b9919a7cc6e1:0xcbcc59d50f5a6285,0x89b7b78d967d08b5:0xc1741f99aa07a4e1,0x89b7b795dfd9a4fd:0xe06305b4fba65525,0x89b7c7f0260d38d9:0x38f872910c3139ed,0x89b7b7ac58acb4b1:0x3b47b2e3807e6bd0,,
0x89b7b7da6bdb24af:0x3954f1a7d44fdaae,0x89b7b796f10559b5:0x805a450c03496002,0x89b7b78ce4f505af:0xb953ae08fe7a2b54,0x89b7b7926d0eee53:0x121faddd18a31694,0x89b7b7744bba4a61:0xae2447140bf76d2b,0x89b7b826ca6ec385:0xfe864f70d70c7c69,0x89b7b74a9400203f:0xb8b5676c7316639a,0x89b7c81f79388f17:0x8e4c687b22210784,0x89b7b7bc4c4fd5a5:0x856f4e58654c0a16,0x89b7b7b9ca692083:0xfe7be0ca03f8dfa6,,
0x89b7b99de5abea29:0x922d57232d999b70,0x89b7b7b2fc85f975:0xfca1920da6b8331c,0x89b7b826c616b9e3:0x97841a2eb8e8c926,0x89b7b9d6e8467395:0x9bc7ff4b7c099572,0x89b7b9b971d9b6d7:0xa7c9604eed238c4e,0x89b7b648dae6a481:0x3f34d1fc336b7da7,0x89b7b7e2a3f8e899:0x2267dc96616e9b26,0x89b7b7e86db28e7d:0xca7f8ab26c744c6d,0x89b7b78cb0e6ece1:0x347110ac3b83424d,0x89b7b7bd5fe3628f:0x407b978907621bd0,,
0x89b7b7c780eb6de9:0x421a2315eadced58,0x89b7b82bffed4857:0x8063820621b29875,0x89b7b7c3efdb6c13:0x4ccc088a382af472,0x89b7c9ea0b52f861:0x2019caa02c03d36a,0x89b7b86f67561b85:0x6b260ce2250fb01b,0x89b7b78de65b6007:0xc008efd095e338e2,0x89b7b7916cba6095:0xb0ad91a02bd45281,0x89b7b7e7a6b30a3f:0x6009316fbc29be47,0x89b7c884c21b4e69:0x1615d0801ae993ce,0x89b7b7b87f18e35b:0x2da431c3fafb2805,,
0x89b7b7e56c7ede51:0xfaa2401ac27f408a,0x89b7b7979cdd8be3:0x34cd8a2d2a3a8894,0x89b7b77631d9180d:0x842a1a07942bccd8,0x89b7b8171b892b75:0x2e3bf33b31c49b7b,0x89b7b83319d5812f:0xf329605d9c83052b,0x89b7b9f73597c72b:0x11a6cc8f41e80c80,0x89b7b7dbcb515e01:0x7d18811dd40971a5,0x89b7b7dbca568117:0xc1bc95cc35ceef75,0x89b7b7b8ee0001db:0xacd0b16a37e61fa6,0x89b7b64be1122cdd:0xa2cf6ef9fa70e37e,,
0x89b7b7c6467bee97:0x7f844bd6bf46f84c,0x89b7b826c616b9e3:0xf5ec3e8484fb344c,0x89b7b7657660c9e3:0x832ad551ab743a3c,0x89b7b7c61a54f239:0x96b4aa9db4897835,0x89b7b7856a7a3d25:0x1f01ac115be44aa9,0x89b7b7ea41100311:0xc02ae00c0cbe38ce,0x89b7b8195b62c425:0xcc6be9e56d8dd41d,0x89b7b753e165f397:0x41afd02a4f71e461,0x89b7b7da2b134379:0x28e6b1cfd0bfdd30,0x89b7c7f39a147aa1:0xa2cb64c2f92b81e1,,
0x89b7c82abe6d5bbd:0x7e6bc729ffd90f5b,0x89b7b624c824458b:0x8fe90d97ae9823e5,0x89b7b7b096c76e75:0xebdc860d4d643279,0x89b7c78d3de34543:0x1b3db552711bc7ca,0x89b7c9c771752f09:0xd119b270b2ad0b59,0x89b7b7c864596297:0xc0227cb7de095964,0x89b7b793f809e891:0x72a79f8e2f967465,0x89b7b7ba2c6291ef:0x37b5bb8fb40a73c8,0x89b7b7c3cdd9b3b3:0xd48e406ec02002c5,0x89b7b7ec6565b7f5:0x5de8a4a9ada53fc8,,
0x89b7c81176e7b86f:0x2a44b5c8685b9838,0x89b7b91a2267966f:0x94aea4d59da8eb9e,0x89b7c9d30b37c2bf:0x520988f848c6240a,0x89b7c99cdb2f066f:0x3d4f6f25ed72cd8f,0x89b7c9d93f2e7403:0xdd31bd596d042bca,0x89b7c86c0ca9a845:0xf1004cbddf0c42bf,0x89b7c9c1e332b983:0x906dc38d91766b95,0x89b7b6374f10789d:0xadfeccb240aa9ae6,0x89b7b7900209c01f:0xef90ddebfb8ab2c2,0x89b7b797e578d369:0x1a1db16851d4fe2c,,
0x89b7b7edec55ca27:0x331845183ec80f53,0x89b7b7e00d56483b:0x402dd635c865a0b6,0x89b7b84024de2043:0x1161457dd45bafb4,0x89b7b791feeb9d91:0xca1225a2a59e6576,0x89b7c896eaa67f9d:0x716e16bf8e48aeca,0x89b7c77cddf50005:0xfbaa18788ce543eb,0x89b7b83e33ceb147:0xe37f99a7baaae46b,0x89b7b7b0ffbf8217:0xdcff4b53e3206885,0x89b7b6491bef838d:0xbd1f4051141ee22c,0x89b7b6491bef838d:0x7a67ae715dd5f58b,,
0x89b7b7921fbc4a1b:0xbf56f59b65d7354a,0x89b7b7a698476103:0x72fd66c806211fb7,0x89b7b7c1375979f3:0x4ee9ebe5a2d88377,0x89b7b7076505ce85:0xa7960b688c707c07,0x89b7b7b8b3a218df:0xe7ff7687da5c1636,0x89b7b60c751466c9:0x3e4a14941991daf3,0x89b7b7bba37bc48d:0xbf04a5789d72846a,0x89b7b7b86b2f562f:0xcbe09547172f7f48,0x89b7b7ea40de4f7d:0x93756a8306066332,0x89b7b79031eb7383:0x3ee7e28718d37d2f,,
0x89b7b83272d71985:0x438caa347e08856b,0x89b7b99b4a08fb55:0x900e2b0fbf37b32b,0x89b7b767fea5db55:0xdfad3b0c9b7c1212,0x89b7c9d367f154d5:0x338f89e51290c096,0x89b7b7faaa545685:0xbb0d1d8aa54f9538,0x89b7b7d40b1303b1:0x1e2493d63202f31c,0x89b7b7e635ee1555:0xcb3d59b94aba32db,0x89b7b78c713e4621:0xea7095714ca19f3c,0x89b7b9d1f32ee979:0xbcbf809c5b9458bd,0x89b7b7856a7a3d25:0x1f01ac115be44aa9,,
0x89b7b8333c5830cb:0x73f63e413de6ae10,0x89b7b83313d0af5f:0x1180a5bae6ce566,0x89b7b8ec51a08817:0x3e35bcaa81397f74,0x89b7b83da78b6abf:0x8733ef23273f7bf7,0x89b7b7bebb90c7a5:0x1113495993cadaf2,0x89b7b7e504fc0a2d:0x860cd1455c0505c5,0x89b7b8330a4b908d:0xb19c6d221f726bdf,0x89b7b7c79c455d83:0x41ab81749f996b7e,0x89b7c7edb269d041:0xfe968933628e357b,0x89b7b79397852567:0x968218d8ae262c1b,,
0x89b7b7faaba01b7b:0x98b0119e6e17c15a,0x89b7c82ab19aaaab:0xbf4fd05f3258b664,0x89b7b7eca213c849:0x21c1e14cacf791c5,0x89b7b78fd5b43383:0xa442bcc10b1c48e2,0x89b7b9f2bb337c79:0x6f2be3645ef8fc57,0x89b7b8333c029d69:0xa0a7ba23d96fabed,0x89b7b9118198bd99:0x63a30fb745eb21f9,0x89b7b790ddab46c9:0xcce382b2ff2bf8be,0x89b7b822c2f8607b:0xec7ae2725b0baede,0x89b7b7942dcece1d:0x32acc2f8b35cbfe2,,
0x89b7b7bc04c7a8b7:0xfcf18ee800716823,0x89b7b7be461e6137:0x5c77177cb55b02d,0x89b7c8229e06ebbb:0xa037fa416c650743,0x89b7c7ee25efffff:0x3b8a2d173e5a96cd,0x89b7b79a2753cd0d:0x5022f8f8e8317f41,0x89b7b7d40c377c8f:0x4726fa008bef47b0,0x89b7b8326cfd9f07:0x1ddf8c1fe5b4a173,0x89b7c78536e21227:0x9e94c77b68e22aa5,,0x89b7b7da6bdb24af:0x3954f1a7d44fdaae,,
0x89b7b7bba363ed7b:0x31f2a7b2c60843e8,0x89b7b7763b533085:0xd5575b1e2f653889,0x89b7b7bbfb1f5949:0xa32505849927e4cb,0x89b7b82502c58d15:0xb7cc8464d32bb827,0x89b7b793b63b5e2f:0x1c726f2022eb83eb,0x89b7b793f80b05fb:0xf78734feddfeb27e,0x89b7b78df73ab159:0xc2f616900fe4cee7,0x89b7b797069c9d51:0x816194e436c066ef,,0x89b7b833231862f1:0x14e3164567e977d,,
0x89b7b878ef587771:0x123035bf2c49042f,0x89b7b796db0a405f:0x66d6e558a7ea47b4,0x89b7c81a9166ffff:0x34bcc803b8c45a97,0x89b7b83241fdcdb3:0xfa99e97bd404721f,0x89b7b64c343c4465:0xe2678aca9cfe765f,0x89b7b9f8334ba047:0xf7751d64cade8a6,0x89b7b9cce8bbbb81:0xa9ae72310cd197e8,0x89b7b7b8286415b1:0xb683a7fa75d51966,,0x89b7b649c72a8c77:0x17e219b649bb3f11,,
0x89b7b7c81c8811f9:0xd6af7c13ecfd9e22,0x89b7b7da310e67dd:0x9387ca1e917e7281,0x89b7b83cb023468f:0xb9581c9620dc41ef,0x89b7b7d6e8334be5:0x54af4ff8b76799bf,0x89b7b7bbf4599365:0x391e09cfb4758bb0,,0x89b7b7958243fb7b:0xb28ddc6765755419,0x89b7b810ea3d0873:0x2da96a1e1ae2257c,,0x89b7b7cf6d687d27:0x2568337a5de9bf26,,
0x89b7b64969798eed:0x7c4e31968ea50654,0x89b7c9d8d995dbab:0x9e22c31b9639dfe8,0x89b7b78e11739217:0x5c308d43abd77c8b,0x89b7b7c1a800f04b:0xfec7edd1de44b037,0x89b7c868d2200cf1:0xd9d47f3a0ba3cc02,,0x89b7b76998f55559:0xff11cb4bdc7db389,0x89b7b78dd8a3fdb9:0x4bce7e0df8eea137,,0x89b7b7d438d84fa9:0x26f3827888c1629b,,
0x89b7b795c270e095:0x78e923bd9ff778d6,0x89b7b64eb64dea0b:0x9ab1e7cf48f471e2,0x89b7b8240a5fb291:0x6ae765c7044ad310,0x89b7b7be2eeea3fd:0xd37506f0a4db4839,0x89b7b7d98218f223:0xd343691ef32cb4af,,0x89b7b935e4da94bf:0x5914a5b7a1cb7dbb,0x89b7b7bba59e58c3:0xe336a53ed46321dc,,0x89b7b7b87398df3b:0xdec8d6588feb9f90,,
0x89b7b6494f8e75b5:0x42240aa75f7cceac,0x89b7b7971475733b:0x34c21d39abf8921d,0x89b7b83e14013b2d:0xc4a973aaa75a8480,0x89b7b7351c1e35d7:0x9d7a8f3d6c39f7cc,0x89b7b79a83de2c69:0xc32fa644aa57d617,,0x89b7c9eac6a11a87:0x5a61b3726c6cae75,0x89b7b7bec053b8bd:0xda70d229c346c166,,0x89b7b7bebb90c7a5:0x1113495993cadaf2,,
0x89b7c7ee279a5723:0x543cdcf0b3792ea7,0x89b7b9a0f3fb1ca1:0x298e1ae2ac68d661,0x89b7b7cf67a825f7:0x131966747bc10872,0x89b7b7970516a11b:0x88bca602af3321ea,0x89b7b64666552271:0xd3ea867e998c9d09,,0x89b7b78e01bf1c67:0xc43180e20928d633,0x89b7b81be40c36ff:0xb9277d5752f8edfa,,0x89b7b9ccd1cf7c61:0x1df3bcb579160808,,
0x89b7b7e7693cd725:0x971e0c0fb65d47e6,0x89b7b7c61a54f239:0x96b4aa9db4897835,0x89b7b7f8390c614d:0xcd4369fcd69287a8,0x89b7c81249b4ddaf:0x50a5b2a55c6da044,0x89b7b7d44044b903:0xabdc8291aa9ee5fe,,0x89b7b64e98f7d899:0x5703c823e76d9104,0x89b7b7c75790b987:0x81174df9bce5a501,,0x89b7b7edec55ca27:0x331845183ec80f53,,
0x89b7c82144bf9b2b:0x892705f6836f010c,0x89b7b73d1d23011d:0xd7ffeafd6f73de8a,0x89b7c817f9182907:0x120d94cdf3abf1b9,0x89b7b790cf9eb377:0x160ead238c9ada45,0x89b7b7b88a551dfd:0xede90cf9d7156ab5,,0x89b7b79539a457a5:0x3a3b6fa71a7dd154,0x89b7b7fae9b24261:0xfe2c2047b48356b8,,0x89b7b7906ef3a7a5:0x800aab9a1ef227d2,,
0x89b7b9d5f3155121:0xadaa8d431a7c1768,0x89b7b7ba0f0c894f:0xb093cb412b789d73,0x89b7b78ce9089113:0xe3d63e8c94010ddf,0x89b7c81f7629568b:0x9e40d2643771e888,0x89b7b7be68470b31:0x7d1fc6680f6c0c33,,0x89b7c7b4b90e1239:0x597f296b9e69e8c,0x89b7b7f050809c2b:0xb28cd4a9385b4c8c,,0x89b7b64beb542777:0x3432410c20a07072,,
0x89b7c82a4d785763:0xd749ff6c7e5bc33d,0x89b7b7904c8a39f3:0x335235efa8242210,0x89b7b9b8e49bd669:0x4e32632c51bb3723,0x89b7b713d2e050ff:0xecde114cb9817c5f,0x89b7b9f7360947a9:0x7dde84301ecd991a,,0x89b7b76dffe509b5:0x16ed7cbe385dd192,0x89b7b781af04356d:0x773f5c9d409c0959,,0x89b7b776ce3bdcff:0xe361620249449c7f,,
0x89b7b7c775fc9259:0x6d9e01046e2cd4f1,0x89b7b7763bfa4489:0x5fdb670e4073a74,0x89b7b794fba9ee69:0x40a853a89a923fb4,0x89b7b8401c09e763:0xd0070427de15408f,0x89b7b7bbf1bfffff:0x13138437385337,,0x89b7b9a12f02d0a5:0x7fb3f8c72918c880,0x89b7b6491bef838d:0xbd1f4051141ee22c,,0x89b7b64c343c4465:0xe2678aca9cfe765f,,
0x89b7b822c2f8607b:0xec7ae2725b0baede,0x89b7c813d8599e4f:0xcf0d141c3eb308eb,0x89b7b7979cdd8be3:0x8c22448ffe4db5e9,0x89b7b7beea1bffff:0x34b4cc25ef0507a0,0x89b7b9a1a18e472f:0x4ea7432d812de020,,0x89b7b7ba0bd7a229:0x8384eab72b439d0a,0x89b7b7b2b79a3b6d:0x61667c95bff54516,,0x89b7b7bbf4599365:0x391e09cfb4758bb0,,
0x89b7c87a1cf27ae7:0xc25c80e90f485e3b,0x89b7b81090d87dd3:0x13990b6b65f5729f,0x89b7b7e613cbe34d:0x9524596fe3c48b2,0x89b7c821441f5d75:0x57a628b4fb059ba5,0x89b7b7ea8c1c170b:0x78734c846740e3f9,,0x89b7b904a2f7da61:0x250cc437ee8c7928,0x89b7b825ab759835:0xf9f7e0a08c5bbc88,,0x89b7b64666552271:0xd3ea867e998c9d09,,
0x89b7b7b48680127d:0x698983e041168985,0x89b7c81104e682df:0x404d593943be1a59,0x89b7b7c78064c053:0xc51a7c9ef300f5cf,0x89b7b7dbcb0e32cb:0xa2f56f5ac7300ab8,0x89b7b78dffcd605f:0x346bd320baa8fa5c,,0x89b7c9b998537781:0x8e2e92754cfc9f4a,0x89b7b7b88103012d:0x81375f6e9d3564e6,,0x89b7b7bc04c7a8b7:0xfcf18ee800716823,,
0x89b7b78cffb4c795:0xe24b65b8b47ffb39,0x89b7b7b9c6d8a237:0xf18ba4a9b80c556d,0x89b7c817cc04daf1:0xbf5d511931d98b17,0x89b7b64c46c3fb73:0x65e85ab62bcf23a4,0x89b7b63625614411:0x7c50e58d62a1ee42,,0x89b7c9bed45e3f83:0x5434262954ff1f0e,,,0x89b7b7b88a551dfd:0xede90cf9d7156ab5,,
0x89b7b796b15b67e9:0x15a782e1ff65366e,0x89b7b9d6afdf78e3:0xfc64180e9e80173b,0x89b7c82144807d7b:0x58092464ae2c6d31,0x89b7b778d5b2a17f:0xee0f9ca9134c9b50,0x89b7b64927894df5:0x812c1a8c7cb350c1,,0x89b7b9b532acc38b:0x40f56ec48a4839a2,,,0x89b7b822ce9f8139:0xc334f18922e07eec,,
0x89b7b79005a9f2a7:0x812f47a8fcada2a,0x89b7b818a03c596b:0x2a63b0aa1693760,0x89b7b649c4edd42d:0xb6e5ac31a66b7900,0x89b7b78555dc3c83:0x83374e36a93097a5,0x89b7b7918551593f:0xa44fff46bae49906,,0x89b7b822790439d9:0x6ef2458a95faf129,,,0x89b7b7ea8eaeeedb:0x880d0f3a4f97138d,,
0x89b7b7dccc6580ad:0xe0d05353ebb433ed,0x89b7b83da2928503:0x3a75754bf982aaab,0x89b7b7b4968e4513:0xeee117fcbb3b8f9b,0x89b7b777da87deff:0xd572779e917652c7,0x89b7b7bd7f171c81:0x457d5aa5dfadfa75,,0x89b7c9eaeb79e955:0x3b86a4451dd287a9,,,0x89b7b7b825d7fbdd:0xa4f56e1112e219f4,,
0x89b7b7b71a5689e5:0x2c123995a53389d0,0x89b7b7b92ca365db:0x8dcdde1059543b5f,0x89b7c9d9283fb561:0xda398180dfbfc0b6,0x89b7c813b31233dd:0xe7dfe51d69072f29,0x89b7b793ce68670d:0xc8b4f5a061052cf7,,0x89b7b95249ef7a31:0x36d8c2f9d3604c19,,,0x89b7b648b7c68b2b:0x92449b98fe8e1511,,
0x89b7b624b9a3c05d:0xb6895cec84ad6911,0x89b7b9cc0e9ba06f:0x12dcba37ea0afc57,0x89b7c946b10d17c5:0x1da296fd41f8a015,0x89b7b8333c5830cb:0x73f63e413de6ae10,0x89b7c9f0c88a901d:0x43cf65d0273fbcd0,,0x89b7c9c1fb5ac409:0x53f99e5cd4eba74,,,0x89b7b7bdfb11efc1:0xc706b47b2e49c15b,,
0x89b7b9ccd0369351:0x80e1de4fa628189e,0x89b7b822ce95aeb7:0xb86d85ed524ce49c,0x89b7b624cd395e17:0x1e1caead814dafac,0x89b7b82dd39f2805:0x8e299594c535dc98,0x89b7b7ea40de4f7d:0x93756a8306066332,,0x89b7b776bc2ea237:0x1d58f63fed5ef6a0,,,0x89b7b78c93741195:0x5496bdf3883b5a58,,
0x89b7b7c8a77891ad:0xaf7e3753f8632bef,0x89b7b7bb990f19b7:0xb3a78ee0a39bff1b,0x89b7b83dea0ce513:0x70396554bd8d5cdb,0x89b7b78e4f6f7411:0x103ba581d70e3a59,0x89b7c81a9392357d:0xb16ef5915f244f6,,0x89b7b9adcc12d30d:0xc03443f236c70935,,,0x89b7b7ee1ee69ed5:0x3bb98f339534dfec,,
0x89b7b7b096c76e75:0x52a00692002bb32e,0x89b7b821ddb4c03b:0x5445196f1bc6341e,0x89b7c812389da61f:0x79edff2034f46467,0x89b7c9ea8a675c23:0xfa9812a8ced03c8,0x89b7b79757149f9b:0x25ba6e0254978e90,,0x89b7b7862b7052b7:0xa53152cad5fa82ab,,,0x89b7b78dffcd605f:0x346bd320baa8fa5c,,
0x89b7b7882bf5bca5:0xf64c90e376918b0d,0x89b7b790cf9eb377:0x160ead238c9ada45,0x89b7c96cc5463465:0x8d2f8ef1b8cbe655,0x89b7b7e7e4076ad3:0x54d5bd320d810606,0x89b7b7e9ed39c193:0x76b40bbdfbada299,,0x89b7c9ce9a13568f:0x6319d4d25c3e3854,,,0x89b7b7c8f211c951:0x15f72b96abb2518c,,
0x89b7b790b0b63097:0x956386b1969225a2,0x89b7c81f7629568b:0x9e40d2643771e888,0x89b7b6362f6cceb5:0x19e1f8b4781f2f43,0x89b7b9cc412ab237:0x994bc23b7dd65f08,,,0x89b7b75d6245d78f:0x7bc5c31ccf87b6,,,0x89b7b79a00a2e795:0xdb723cd08d904693,,
0x89b7b7c74fdaca7d:0x9817a94912194325,0x89b7b82dd49822e9:0x9ab53e965608bd55,0x89b7b7ed049510f9:0x2d1489b04dde2f67,0x89b7b7b085532565:0x65eab06fb00f6814,,,0x89b7b64950f7ab6d:0x9fb06542dafcb0ac,,,0x89b7b7bbf860292f:0x36de716e652af4d6,,
0x89b7b7edaf362807:0x251846a85b9e4dc2,0x89b7b790af459503:0x4dda4f6beb17b2b9,0x89b7c9a30ea9f4f7:0x1460e95df33d4abf,0x89b7b776cecd6759:0x5601996e1ced1b31,,,0x89b7c86ecda54627:0xaa7bafbbd3350506,,,0x89b7b7918551593f:0xa44fff46bae49906,,
0x89b7b8326a338b75:0xa766e5ace7f33bc6,0x89b7c7a74a514d23:0x37aebc6e5a150601,0x89b7b826c616b9e3:0xb1e16c82841218f6,0x89b7b64969798eed:0x7c4e31968ea50654,,,0x89b7b7921b3f05d7:0xdca3e04bbbab3921,,,0x89b7b7bd7f171c81:0x457d5aa5dfadfa75,,
0x89b7b787cc74e01f:0x80e03959f18ed4c4,0x89b7ca07445ce76f:0x6601bb65333147e7,0x89b7b781fd3df341:0x50c65a5e0a59b0b4,0x89b7b7e76b9ec0c7:0x2edb7e1b21cb7fae,,,0x89b7b791fb54de91:0x13af06e0fea86986,,,0x89b7b64c0bed6a1d:0x4875b51e98f8a62b,,
0x89b7b79563ad49c5:0xd711e9af52e1a073,0x89b7c996b2ba2263:0xadf0a0843b72d3a7,0x89b7b7e76c5eaed9:0x3d2ccf1e42135893,0x89b7c86ed27b79f3:0xbac5f0c6bb7e224e,,,0x89b7b78ffacfb825:0x91e25c9382ff7aa6,,,0x89b7b793ce68670d:0xc8b4f5a061052cf7,,
0x89b7b83fe9c4c635:0xee1d81bf6d1150ce,0x89b7b7b8c708d097:0xef2fa726f5dbf00d,0x89b7b75c09ab9f4f:0xdd9225ab2993660c,0x89b7c884f0b3c98f:0x21091c5b3d70e799,,,0x89b7b79a20745eeb:0xe1b474efbe2b9c5e,,,0x89b7b6491bef838d:0xbd1f4051141ee22c,,
0x89b7b7920bca2cb9:0xcae4fec218e5efcb,0x89b7b7921fbc4a1b:0xbf56f59b65d7354a,0x89b7b793dafcae99:0x75ab80b4239712fa,0x89b7c951e8349d4f:0x16258b16b927cb8b,,,0x89b7b7b89b4300ff:0x10aa092321cbc5a5,,,0x89b7b8738fe40b95:0x7f812a891a1bc66d,,
0x89b7b81be59c22d9:0x9447cf4c598652f0,0x89b7b7938351c6bb:0x32da37ab34bc90cc,0x89b7b7dd397423e9:0xc7aa9fdfccc6e77,0x89b7b81090d87dd3:0x192f6c13dfb55520,,,0x89b7b64602afb633:0x87ca6bf1952e2395,,,0x89b7b79757149f9b:0x25ba6e0254978e90,,
0x89b7b7b8dbd640f5:0xb05792f126ceff8e,0x89b7b648d0f14891:0xe83e6d9809978308,0x89b7b9d6ac4017f5:0xfc3dad52f8434c5f,0x89b7b92cded6d095:0xe4583ed9ba261625,,,0x89b7b7b8346c4a6b:0x7b6ae41626261a3c,,,,,
0x89b7b83fe593840d:0xf5e9045179a94aa4,0x89b7b7bb9d2562f7:0x9c83a52f2a43e128,0x89b7c78536e21227:0x9e94c77b68e22aa5,0x89b7b6e1ddfbadb5:0xd392da55b278331c,,,0x89b7b7b868411c2b:0x49e72c8d3ebf8c3c,,,,,
0x89b7b7b9ea3a2a17:0x44f13e2ec82c4204,0x89b7b87856a532a7:0xa6d1d55f3dfc4396,0x89b7b7961cdd4efd:0x20b810fce7a7c6de,0x89b7c86218d98d4b:0x7ae6015cdd2276d7,,,0x89b7b7e4df0c024f:0x284b6fa985d06644,,,,,
0x89b7b7ea7325e4ed:0x73b08c6b6a7fc16d,0x89b7b7e7cf67f0f1:0xb9cb356875c591dd,0x89b7b7be68470b31:0x7d1fc6680f6c0c33,0x89b7b7e7693cd725:0x971e0c0fb65d47e6,,,0x89b7c8213c8d7947:0xd03072bbd161b983,,,,,
0x89b7b79201c5f183:0x41e230adf637a54d,0x89b7b78c67f66e7b:0xa35f1661706427f5,0x89b7b9932a1cf94d:0xef3e83853eb3f3a3,0x89b7c820e7b824bf:0x2a54c680493e7cfe,,,0x89b7b7ae2bd947df:0x816d30f50b525cd2,,,,,
